t,x,y,vx,vy
0.000256,0.15569535713518656,-1.6992836524373702,5734.652710604216,1859.9958114452916
0.000257,0.16142691729759995,-1.6973899040678413,5728.346261666127,1927.5422791226276
0.000258,0.16715204952842588,-1.6954285665357904,5721.796133886662,1995.1756935025883
0.000259,0.17287050943009002,-1.6933995513325086,5715.000861064594,2062.8991886188433
0.00026,0.17858205111001507,-1.6913027668050369,5707.9589189638955,2130.7159193274456
0.000261,0.18428642712215174,-1.6891381181349518,5700.6687244264585,2198.6290620970203
0.00026199999999999997,0.1899833884076035,-1.6869055073163544,5693.128634446158,2266.641815810174
0.000263,0.19567268423430584,-1.6846048331330528,5685.336945203218,2334.7574025765816
0.00026399999999999997,0.20135406213571952,-1.6822359911349256,5677.291891057789,2402.9790685581997
0.000265,0.20702726784849712,-1.679798873613454,5668.991643501572,2471.3100848070867
0.000266,0.21269204524907953,-1.677293369576409,5660.4343100663045,2539.7537481162994
0.000267,0.21834813628917937,-1.6747193647216823,5651.617933187829,2608.3133818843608
0.000268,0.2239952809301058,-1.6720767414102442,5642.540489024427,2676.992336993796
0.000269,0.22963321707588435,-1.6693653786382177,5633.1998862280325,2745.793992704251
0.00027,0.2352616805051244,-1.6665851520080497,5623.59396466687,2814.7217575607174
0.000271,0.2408804048015841,-1.6637359336987692,5613.720494098003,2883.7790703173932
0.000272,0.24648912128338302,-1.6608175924353106,5603.577172788186,2952.9694008777387
0.00027299999999999997,0.2520875589308088,-1.6578299934568914,5593.161626081373,3022.2962512512754
0.000274,0.25767544431266476,-1.6547729984844228,5582.4714049111235,3091.763156527713
0.00027499999999999996,0.26325250151110136,-1.6516464656869378,5571.503984256083,3161.3736858689867
0.000276,0.2688184520448747,-1.648450249647019,5560.256761536628,3231.131443519809
0.000277,0.2743730147909715,-1.645184201325205,5548.7270549506775,3301.040069837354
0.000278,0.27991590590453885,-1.6418481680233583,5536.912101746569,3371.103242340704
0.000279,0.2854468387370553,-1.6384419933469743,5524.809056430811,3441.3246767807077
0.00028,0.29096552375267587,-1.6349655171664081,5512.41498890843,3511.7081282309155
0.000281,0.2964716684426839,-1.6314185755770019,5499.726882553483,3582.2573922002675
0.00028199999999999997,0.30196497723797716,-1.627801000858087,5486.7416322072495,3652.9763057682367
0.000283,0.30744515141951584,-1.6241126214308403,5473.4560421014585,3723.8687487431357
0.00028399999999999996,0.3129118890266554,-1.62035326181497,5459.866823703795,3794.9386448443265
0.000285,0.31836488476328534,-1.6165227425842075,5445.970593482801,3866.189962909077
0.000286,0.32380382990169193,-1.6126208803205793,5431.763870589158,3937.626718124839
0.000287,0.32922841218405957,-1.6086474875674344,5417.243074450171,4009.252973287729
0.000288,0.3346383157215224,-1.6046023727811995,5402.404522274157,4081.0728400880294
0.000289,0.3400332208906745,-1.6004853402818355,5387.244426461251,4153.090480423526
0.00029,0.34541280422744297,-1.5962961902019654,5371.758891916997,4225.310107741542
0.00029099999999999997,0.3507767383182255,-1.5920347184346466,5355.94391326491,4297.735988410525
0.000292,0.3561246916881884,-1.5877007165797565,5339.7953719540155,4370.372443122087
0.00029299999999999997,0.3614563286866192,-1.5832939718889605,5323.309033257163,4443.223848324401
0.000294,0.3667713093692216,-1.57881426720923,5306.480543155735,4516.294637687887
0.00029499999999999996,0.37206928937723704,-1.5742613809248795,5289.305425106136,4589.5893036041525
0.000296,0.37734991981327287,-1.5696350868980875,5271.779076683218,4663.112398719144
0.000297,0.3826128471137108,-1.5649351544078658,5253.896766095588,4736.868537501529
0.000298,0.3878577129175654,-1.5601613480874443,5235.653628567459,4810.862397847312
0.000299,0.3930841539316565,-1.555313427860032,5217.044662581462,4885.098722721741
0.0003,0.39829180179195334,-1.5503911488729163,5198.0647259765465,4959.582321839559
0.000301,0.4034802829209424,-1.5453942614298641,5178.7085318948175,5034.3180733846975
0.00030199999999999997,0.4086492183808654,-1.5403225109217829,5158.9706445708225,5109.310925770514
0.000303,0.4137982237226657,-1.5351756377555992,5138.845474956494,5184.565899441709
0.00030399999999999996,0.4189269088304764,-1.5299533772813172,5118.3272761746,5260.088088719072
0.000305,0.42403487776147314,-1.524655459717208,5097.410138793175,5335.882663688233
0.000306,0.42912172858091113,-1.5192816100730893,5076.087985913041,5411.954872133606
0.000307,0.43418705319215334,-1.5138315480716482,5054.354568060099,5488.310041518743
0.000308,0.43923043716149174,-1.5083049880677595,5032.20345787364,5564.953581014324
0.000309,0.44425145953755213,-1.502701638965752,5009.62804458147,5641.890983575031
0.00031,0.4492496926650656,-1.4970212041345736,4986.621528252155,5719.12782806656
0.00031099999999999997,0.4542247019927779,-1.491263381320804,4963.176913814184,5796.669781444062
0.000312,0.45917604587525923,-1.4854278625594621,4939.287004831283,5874.522600983275
0.00031299999999999996,0.4641032753683639,-1.4795143340825567,4914.944397022559,5952.692136565663
0.000314,0.4690059340180805,-1.4735224762253234,4890.1414715155215,6031.184333018844
0.00031499999999999996,0.47388355764249795,-1.4674519633300944,4864.870387819388,6110.005232513627
0.000316,0.4787356741066016,-1.4613024636477419,4839.123076505391,6189.160977018938
0.000317,0.4835618030896002,-1.4550736392366372,4812.891231580056,6268.657810815953
0.000318,0.48836145584446844,-1.4487651458590667,4786.1663025366715,6348.502083072705
0.000319,0.49313413494937675,-1.4423766328750405,4758.939486069306,6428.700250480453
